gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,1,17,1,0,1,0,2,0,2,0,2,1,1,3,87.62,1494.89,0
1,0,0,1,30,1,2,0,0,2,0,2,0,0,0,0,3,48.89,1454.55,1
1,0,0,0,41,0,1,2,1,1,1,1,1,1,0,1,3,18.25,749.87,0
1,0,0,0,42,1,0,1,2,0,0,0,0,2,0,0,0,61.41,2584.95,1
1,0,0,0,58,0,1,1,0,0,2,0,2,2,0,0,2,88.85,5149.72,1
0,0,0,1,49,1,2,1,0,0,0,0,2,2,1,0,1,87.27,4265.89,0
1,0,1,1,9,1,0,1,2,0,0,2,2,2,2,1,2,103.87,944.46,0
0,0,0,0,72,1,2,1,2,0,0,2,0,0,0,0,2,49.23,3580.36,1
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,3,55.37,280.54,1
1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,1,2,54.28,563.87,1
1,0,0,0,21,1,0,0,0,2,0,2,2,0,0,1,3,66.0,1401.71,1
1,0,1,0,6,1,0,0,2,2,0,0,0,2,1,1,2,83.65,510.51,0
1,0,0,0,54,1,2,1,0,0,0,0,0,2,0,0,0,63.67,3448.8,1
0,1,1,0,66,1,0,0,2,2,0,0,2,0,0,0,1,89.55,5932.91,0
1,0,1,1,63,1,0,0,0,0,2,0,0,2,0,1,2,82.18,5188.39,0
0,0,1,0,56,1,2,1,2,2,2,0,0,2,0,1,2,79.36,4449.72,1
1,0,0,0,1,1,0,1,0,2,0,0,2,0,2,0,1,70.35,97.61,1
1,0,0,0,70,1,0,1,0,0,2,0,2,0,1,1,1,75.58,5312.25,0
1,0,1,1,41,1,0,0,0,0,0,0,0,0,1,0,3,65.06,2641.47,0
1,0,0,0,58,1,0,0,0,2,0,0,0,2,1,1,3,65.22,3765.07,0
1,0,1,0,46,0,1,1,0,0,0,0,0,0,0,0,2,41.08,1878.07,1
1,0,0,0,4,1,0,1,0,2,0,2,2,2,1,0,2,84.31,317.92,0
1,0,1,0,6,1,0,1,0,0,0,0,0,2,0,1,3,82.47,505.06,1
1,0,1,0,62,1,2,2,1,1,1,1,1,1,0,1,3,24.01,1512.58,0
1,1,1,0,43,1,2,2,1,1,1,1,1,1,0,0,3,28.69,1211.12,0
1,0,0,1,34,1,0,1,0,2,0,0,0,2,0,1,2,67.44,2306.81,1
0,1,1,0,64,1,0,0,0,0,2,0,2,0,0,1,0,71.01,4581.67,0
1,0,0,0,31,1,0,1,0,2,0,2,2,0,0,1,2,70.92,2220.23,1
0,0,1,0,16,1,2,1,2,0,0,2,2,2,0,0,3,96.73,1542.89,0
0,0,1,0,59,1,0,1,2,0,0,2,0,0,0,1,1,68.33,4025.68,0
0,0,1,1,26,1,0,0,0,2,0,0,2,2,0,1,1,71.94,1849.54,0
1,0,1,1,15,1,2,1,0,0,2,0,0,2,0,0,0,84.63,1266.55,0
1,0,1,0,24,1,2,1,2,0,2,0,2,2,2,0,2,72.41,1733.31,0
1,1,0,0,65,1,2,0,0,0,0,0,0,2,2,0,2,77.37,5012.25,0
0,1,0,0,27,1,2,1,0,2,0,2,2,0,2,1,0,62.62,1714.79,0
0,1,0,0,30,1,0,1,2,0,0,0,0,0,0,1,1,55.25,1654.18,1
0,0,0,0,49,1,2,0,0,0,0,0,2,0,0,1,2,87.77,4309.91,1
0,0,1,1,35,1,0,1,0,2,2,0,0,2,1,1,0,68.71,2401.77,0
1,0,1,1,27,1,2,1,0,2,2,0,2,2,0,0,2,70.64,1919.33,0
1,0,1,0,58,1,2,2,1,1,1,1,1,1,0,0,0,23.71,1365.76,0
1,0,0,0,8,1,2,0,0,0,0,0,0,2,0,0,1,57.71,466.27,1
1,0,1,0,34,1,0,1,2,0,2,0,0,0,0,1,3,69.18,2346.73,0
1,1,1,0,64,0,1,1,2,2,0,2,0,0,0,1,3,41.0,2621.49,0
0,0,0,0,60,1,0,1,0,0,2,2,0,2,0,0,3,88.64,5298.55,0
0,0,0,1,1,1,2,0,0,2,0,2,2,2,0,0,2,91.92,86.85,1
1,1,0,0,21,1,0,1,2,2,2,0,2,2,0,0,2,71.9,1511.57,1
1,0,1,0,64,0,1,1,0,0,0,0,0,2,2,1,1,81.0,5162.37,0
0,0,1,0,43,1,0,1,2,0,0,0,0,2,1,1,1,52.35,2234.34,1
1,0,0,0,5,1,0,1,0,0,0,0,2,0,1,1,2,66.04,329.66,1
1,0,1,0,43,1,2,1,0,0,0,0,0,0,2,1,0,54.27,2336.12,0
0,0,0,1,6,1,0,1,2,0,0,2,2,0,2,1,1,72.93,458.1,0
1,0,1,1,49,1,2,0,0,0,0,2,2,2,0,0,0,97.67,4750.39,0
1,0,1,0,2,1,0,0,2,2,0,0,0,0,2,1,2,55.89,101.75,0
0,0,1,0,8,1,2,0,0,0,0,0,2,0,1,0,2,79.87,626.67,0
1,0,0,0,22,1,0,0,0,0,0,2,0,2,1,0,0,69.14,1502.87,0
1,0,0,1,63,1,0,0,0,2,0,0,0,0,0,1,1,52.72,3331.77,1
0,0,0,0,68,1,0,0,0,2,0,0,0,0,0,1,2,54.32,3712.4,0
1,0,0,0,41,0,1,1,0,0,2,0,0,2,2,0,3,58.87,2421.67,0
0,0,1,0,16,1,0,0,0,0,2,0,0,0,0,1,0,80.35,1306.53,1
1,1,0,1,47,1,2,2,1,1,1,1,1,1,2,0,2,32.06,1510.16,0
0,0,0,1,54,1,2,1,0,0,0,0,2,0,2,1,3,86.27,4648.3,0
1,0,1,0,41,1,2,0,0,0,0,0,2,2,1,0,2,80.02,3289.73,1
0,0,1,0,59,1,0,0,0,0,0,2,0,0,1,0,1,53.0,3117.24,0
1,0,1,0,51,1,2,1,0,0,2,0,0,2,0,1,2,86.46,4416.92,1
1,0,0,0,23,1,2,2,1,1,1,1,1,1,2,1,2,31.01,705.52,1
1,0,0,0,65,1,2,1,0,0,2,0,2,2,0,0,2,99.22,6445.93,1
1,0,0,0,68,1,2,1,2,0,0,0,0,2,2,1,1,91.23,6202.17,0
1,0,1,0,34,1,0,0,0,0,2,0,2,0,0,1,2,58.62,1989.74,0
1,0,1,0,70,1,0,0,2,0,0,0,0,2,1,0,0,81.56,5673.9,0
1,0,0,0,43,0,1,1,0,0,2,0,2,0,2,0,0,67.97,2916.99,0
1,0,1,1,40,1,2,0,0,2,0,0,0,0,0,0,2,58.88,2342.51,1
1,0,0,0,59,1,0,1,0,2,2,2,0,2,0,0,2,70.68,4173.3,1
0,0,1,0,21,1,0,1,0,2,0,2,0,2,0,0,3,70.24,1463.71,1
1,0,0,0,30,1,2,0,0,0,0,0,2,2,1,0,2,80.62,2400.17,0
1,0,1,1,25,1,0,2,1,1,1,1,1,1,2,1,2,29.2,697.53,0
1,0,0,0,33,1,0,0,2,0,0,0,0,0,2,0,3,64.62,2143.18,0
0,0,0,1,31,1,0,0,0,2,0,0,2,0,2,0,1,70.82,2171.37,0
0,1,0,0,66,1,2,2,1,1,1,1,1,1,2,1,2,32.36,2131.55,0
0,0,0,1,61,1,0,0,0,0,0,0,2,0,0,0,3,60.7,3706.33,0
1,0,0,0,8,1,2,1,0,0,2,2,0,2,0,0,2,71.56,567.65,1
1,0,0,0,37,1,0,2,1,1,1,1,1,1,1,1,0,32.89,1211.83,0
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,2,32.92,1883.38,0
1,0,1,0,14,1,2,1,2,0,0,0,2,0,0,0,2,84.8,1189.47,1
0,0,0,1,55,1,0,1,0,0,0,2,2,0,1,0,2,64.81,3564.19,0
0,0,1,0,61,1,2,1,2,0,0,2,0,0,2,1,2,65.21,3972.95,0
1,0,1,1,66,1,0,1,0,0,2,0,2,0,0,1,2,60.15,3982.61,1
1,0,1,0,14,1,0,2,1,1,1,1,1,1,0,0,2,29.81,422.51,1
0,0,0,1,40,1,0,2,1,1,1,1,1,1,0,1,1,25.72,1025.05,0
0,1,1,0,9,1,2,2,1,1,1,1,1,1,0,0,1,31.06,298.52,0
0,0,1,0,68,1,2,0,2,2,2,0,2,0,0,1,3,73.44,4967.01,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,2,26.97,163.3,1
0,0,1,1,27,1,2,2,1,1,1,1,1,1,1,1,3,30.22,810.68,0
0,1,0,0,22,1,2,1,2,0,2,0,0,0,1,1,1,60.73,1340.35,1
1,0,1,0,63,1,0,0,0,0,0,0,2,0,1,0,3,77.68,4913.2,0
1,0,0,0,70,1,0,1,0,0,2,0,0,0,0,1,0,77.05,5389.78,1
0,0,0,0,67,1,0,0,0,0,2,2,0,0,2,1,2,55.43,3712.09,0
0,0,1,0,62,1,0,0,2,2,2,0,0,2,0,1,2,88.63,5515.22,0
1,0,1,0,57,1,0,2,1,1,1,1,1,1,1,0,2,26.87,1510.5,0
0,0,0,1,14,0,1,0,0,2,2,0,2,0,0,1,3,47.17,669.27,1
0,0,1,1,19,0,1,1,0,2,0,0,0,2,0,1,2,66.17,1240.64,1
0,0,1,0,29,1,0,0,0,0,0,2,2,0,1,1,2,62.71,1809.26,0
0,0,0,1,54,1,0,1,0,0,0,0,2,0,2,0,2,92.32,5017.83,0
1,1,1,0,71,1,0,2,1,1,1,1,1,1,0,1,1,24.08,1680.4,0
0,0,1,1,42,1,0,1,2,0,2,0,0,0,0,0,2,76.63,3244.1,1
0,0,0,0,59,1,0,0,0,2,2,2,0,0,1,1,3,68.76,4055.83,0
1,0,0,1,53,1,2,1,0,2,0,0,2,2,0,0,2,84.65,4500.91,1
1,0,1,1,42,1,2,1,0,2,2,2,2,0,0,1,2,86.3,3639.83,0
1,0,1,0,55,1,0,1,2,0,2,0,2,0,0,1,0,81.97,4510.2,0
0,1,1,0,63,1,0,0,0,2,0,2,0,0,2,1,3,54.07,3399.6,0
0,0,1,1,62,1,0,2,1,1,1,1,1,1,0,1,1,27.94,1754.03,0
0,0,0,1,62,1,2,1,0,0,0,0,2,0,1,1,2,67.43,4148.36,0
0,1,0,0,65,1,0,2,1,1,1,1,1,1,0,0,2,32.09,2082.54,0
1,0,0,0,30,0,1,2,1,1,1,1,1,1,0,0,1,18.25,570.4,0
0,0,0,1,45,1,0,2,1,1,1,1,1,1,2,1,1,24.04,1082.84,0
0,1,0,1,58,0,1,0,2,0,0,2,0,0,0,0,0,55.87,3245.71,1
0,0,1,0,14,1,0,1,0,0,0,0,2,0,0,0,1,95.32,1359.75,1
0,0,1,0,33,1,2,2,1,1,1,1,1,1,0,1,3,25.42,834.82,1
1,0,0,0,11,1,2,1,0,0,2,0,0,0,0,0,2,71.84,796.12,1
0,1,0,0,59,1,2,0,0,2,0,0,2,2,2,1,2,79.76,4720.41,0
1,0,0,0,18,1,0,1,0,2,2,2,2,2,0,1,3,108.85,1960.96,0
1,0,1,0,70,1,0,0,0,0,0,0,2,0,0,1,2,73.72,5152.08,1
0,0,0,0,61,1,2,2,1,1,1,1,1,1,2,1,2,26.38,1618.63,0
1,0,0,0,16,1,2,1,2,0,0,0,2,0,0,1,0,69.21,1135.05,1
1,1,1,0,37,1,0,0,0,0,0,0,0,2,0,1,0,74.64,2759.94,0
1,0,0,0,34,1,2,1,0,0,0,0,0,0,0,1,1,74.6,2554.14,0
0,0,0,1,32,1,2,1,0,2,0,0,2,2,1,1,0,79.95,2561.54,1
1,0,1,0,51,0,1,0,0,0,2,0,2,0,1,0,3,78.98,4024.16,0
0,0,1,0,39,1,2,1,2,0,0,2,0,0,2,1,0,80.23,3107.51,0
1,1,0,1,22,1,0,1,0,0,2,0,0,2,1,1,2,71.87,1606.25,1
0,0,0,0,27,1,0,0,2,0,0,0,0,0,0,1,2,48.3,1287.14,0
0,0,1,1,66,1,2,2,1,1,1,1,1,1,0,0,3,23.81,1560.97,0
0,0,0,0,37,1,0,1,0,0,2,0,2,0,1,0,3,83.33,3080.82,1
1,0,0,1,23,1,2,0,2,0,0,0,0,0,1,1,0,66.25,1529.22,0
1,0,1,0,19,1,0,1,0,0,0,0,0,2,0,1,1,81.44,1578.57,1
1,1,0,1,72,1,0,0,0,0,0,0,0,2,2,0,1,70.92,5111.05,0
1,1,0,0,26,1,2,0,0,0,0,0,0,0,0,1,0,52.55,1381.33,0
0,1,1,0,43,1,2,0,0,0,2,0,0,0,0,0,2,55.5,2381.07,0
1,0,1,1,23,1,0,0,2,0,0,0,2,0,0,0,2,75.27,1745.99,0
1,0,0,1,32,1,2,0,0,0,2,2,0,0,0,1,0,53.1,1694.01,1
0,0,1,1,51,1,2,0,0,0,0,0,2,2,0,1,1,65.35,3335.36,1
0,0,1,0,36,1,2,2,1,1,1,1,1,1,2,1,0,27.57,978.54,0
0,0,0,1,18,1,0,1,0,0,2,0,0,2,2,0,2,74.43,1346.58,1
1,0,1,0,58,1,0,0,0,0,2,0,0,2,0,0,0,88.49,5146.2,0
1,0,1,1,51,0,1,0,2,0,0,0,0,0,2,1,0,58.49,2985.16,0
1,0,0,0,10,1,0,1,0,0,0,0,2,2,2,1,0,73.62,734.43,1
0,0,1,0,15,1,2,2,1,1,1,1,1,1,0,0,2,23.55,344.75,0
0,0,0,0,42,1,2,0,0,2,0,0,2,2,0,0,2,103.92,4352.04,1
0,0,1,1,64,1,0,1,2,0,0,2,2,0,2,0,2,87.94,5631.73,0
1,0,0,0,37,1,0,1,0,0,0,0,0,0,1,1,3,67.97,2543.8,0
0,0,0,0,44,1,2,0,2,2,0,0,2,0,0,1,2,85.88,3774.26,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,29.62,720.39,0
1,0,0,0,10,1,2,1,0,2,2,2,0,0,2,1,1,56.47,583.67,0
1,0,1,1,42,1,0,0,0,0,2,0,0,2,0,1,2,58.42,2441.48,1
0,0,0,0,27,1,2,1,0,2,0,0,0,0,1,0,1,76.32,2067.43,1
1,0,1,0,24,1,2,1,0,0,0,0,0,0,0,0,2,74.26,1787.17,1
1,1,0,1,38,1,0,1,2,0,0,0,0,0,0,1,2,81.18,3086.96,1
0,0,0,0,8,1,2,1,2,0,2,0,0,0,2,1,2,69.35,564.46,1
1,0,1,0,69,1,2,0,0,0,2,2,2,0,0,1,2,88.66,6091.2,0
1,0,1,0,55,1,2,2,1,1,1,1,1,1,2,0,1,32.75,1806.26,0
1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,0,0,58.23,979.6,1
1,0,1,1,32,1,0,1,2,0,2,0,0,0,0,1,1,64.3,2043.62,1
1,0,0,1,50,1,2,2,1,1,1,1,1,1,0,1,2,23.89,1189.34,0
1,0,1,1,48,1,0,1,0,2,0,0,2,2,0,1,0,89.52,4326.4,1
0,1,0,0,62,1,0,0,2,2,0,0,0,0,2,0,3,61.71,3827.3,0
0,0,0,0,38,1,0,1,2,0,0,0,0,2,1,1,2,75.25,2862.06,1
1,0,1,0,13,1,0,2,1,1,1,1,1,1,1,1,2,32.22,409.01,0
0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,0,3,58.96,2712.69,1
0,0,1,0,33,1,2,1,0,2,0,2,0,2,2,1,1,84.85,2796.29,0
1,0,0,0,55,1,2,0,2,2,0,2,0,2,0,1,2,68.4,3749.39,0
0,0,1,1,54,0,1,2,1,1,1,1,1,1,0,0,0,18.25,996.26,0
0,1,0,0,49,1,2,0,0,0,2,0,0,0,0,1,2,81.2,3978.18,1
1,0,1,0,19,1,2,0,0,0,0,0,0,0,0,1,3,76.3,1440.43,1
0,0,1,0,24,1,0,0,2,0,0,2,2,0,2,1,0,84.68,2029.55,0
1,0,1,1,27,1,2,1,0,2,0,0,0,0,0,1,0,62.8,1699.21,1
1,1,0,0,61,1,2,2,1,1,1,1,1,1,1,1,0,26.63,1632.95,0
0,0,1,0,36,1,2,0,0,0,0,2,0,0,0,0,3,61.74,2216.72,0
0,0,0,1,37,1,0,2,1,1,1,1,1,1,0,0,3,24.08,873.61,0
0,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,1,31.8,1832.01,0
1,0,1,1,4,1,0,1,0,2,2,0,0,2,2,0,2,90.05,391.87,1
0,0,0,0,19,1,2,0,0,0,0,0,0,0,0,1,2,68.56,1320.9,1
1,0,1,0,9,1,0,1,2,0,2,2,0,0,0,1,2,73.3,656.36,1
0,0,0,0,9,1,0,0,2,0,0,2,0,2,0,1,3,83.95,759.89,0
1,0,0,0,42,1,0,1,0,0,0,0,0,2,2,0,2,88.83,3729.31,0
1,0,0,1,7,1,0,1,0,2,0,0,0,0,0,0,2,77.88,542.4,1
0,0,1,1,2,1,0,2,1,1,1,1,1,1,0,0,1,23.53,44.99,1
0,0,1,0,18,0,1,1,0,2,0,0,0,0,2,1,0,54.58,998.14,0
0,0,0,0,53,1,0,0,0,0,0,2,0,2,0,0,2,62.69,3311.27,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,30.06,0.0,0
0,0,1,0,46,0,1,0,0,0,2,0,0,0,0,0,0,71.14,3261.63,0
1,0,1,0,17,1,0,1,0,0,2,0,2,0,0,1,2,78.3,1316.12,1
0,0,1,0,46,1,2,1,2,2,0,0,0,2,0,1,0,68.03,3122.83,0
0,1,1,1,24,1,2,1,0,0,0,0,2,0,2,0,0,87.66,2105.32,1
0,0,0,0,4,1,2,0,2,2,0,0,2,0,0,1,2,84.9,334.06,0
0,0,1,0,49,1,2,1,2,0,0,2,0,0,0,1,2,58.36,2863.02,0
0,0,0,0,57,1,0,0,2,2,2,0,2,0,1,1,3,62.44,3562.07,0
1,0,0,0,2,1,2,0,0,0,2,2,0,0,1,0,1,49.33,100.98,0
1,0,0,0,20,1,0,0,2,0,0,0,0,0,0,1,2,63.87,1282.28,0
1,0,0,0,26,0,1,0,0,0,0,2,2,0,0,1,0,50.73,1333.23,1
1,0,0,0,58,1,0,1,0,0,0,0,2,0,2,0,2,89.52,5192.19,1
1,0,0,0,22,1,2,1,0,0,0,0,2,0,2,1,1,65.6,1430.8,1
1,0,0,0,29,1,2,1,2,0,0,0,2,0,2,1,2,81.9,2378.77,0
0,0,0,1,7,1,0,0,0,2,0,2,0,0,1,0,0,60.96,423.86,0
0,0,1,1,24,0,1,0,0,2,2,0,0,0,0,0,3,45.28,1072.17,0
1,0,0,0,50,1,0,2,1,1,1,1,1,1,2,1,2,29.32,1457.16,0
0,0,1,0,12,1,0,1,0,0,0,2,0,2,0,0,1,77.54,910.66,1
0,0,0,1,28,1,0,1,0,0,0,0,2,2,0,1,0,101.38,2843.68,1
1,0,1,0,14,1,2,0,0,0,0,0,2,0,1,0,3,71.78,1022.74,0
0,0,0,1,40,1,2,1,0,0,2,2,0,2,0,1,0,73.71,2945.52,1
1,0,1,0,30,1,2,1,2,0,0,0,0,0,2,1,2,74.01,2211.94,1
1,0,0,1,68,1,0,0,0,0,0,0,0,0,0,0,1,58.58,3972.02,0
0,0,1,1,71,1,0,0,2,0,0,2,2,0,0,1,0,72.33,5142.25,0
0,0,1,0,16,1,0,0,2,0,2,0,0,0,0,1,2,72.19,1168.74,1
1,0,0,0,10,1,0,1,2,0,2,0,0,2,1,1,2,64.9,656.43,1
0,0,0,0,55,1,0,1,0,0,0,2,0,0,1,1,0,77.55,4267.85,0
0,0,1,0,42,1,2,0,2,0,0,2,0,2,0,0,0,88.44,3739.71,0
1,0,1,1,27,1,2,2,1,1,1,1,1,1,2,0,3,27.43,745.62,0
0,1,0,0,63,1,0,2,1,1,1,1,1,1,1,1,1,29.47,1842.11,0
0,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,2,23.81,608.51,0
1,0,1,0,19,1,2,2,1,1,1,1,1,1,0,1,2,31.64,622.17,0
0,0,1,0,34,1,0,2,1,1,1,1,1,1,2,1,3,30.26,1040.83,0
1,0,0,0,56,0,1,1,0,0,2,0,0,0,0,0,1,38.55,2168.63,1
0,0,1,1,71,1,2,2,1,1,1,1,1,1,0,0,3,23.57,1668.71,0
0,0,1,0,37,1,0,2,1,1,1,1,1,1,2,0,0,27.29,998.35,0
0,0,1,0,28,1,2,2,1,1,1,1,1,1,2,1,0,27.06,744.74,0
1,0,0,0,30,1,0,1,0,2,2,2,0,2,2,1,1,79.37,2404.75,0
1,0,0,1,31,1,2,0,0,2,0,0,0,2,0,1,2,72.08,2239.73,1
1,0,1,0,65,1,2,1,0,0,0,2,2,0,0,1,3,88.03,5719.79,0
1,0,1,0,65,1,0,1,0,2,0,0,0,2,2,0,2,76.9,5004.59,0
1,0,1,0,26,1,2,0,2,2,0,0,0,0,2,1,2,65.22,1700.93,1
0,0,1,0,67,1,0,1,0,2,2,2,0,2,0,1,2,88.05,5923.05,1
0,0,1,0,28,1,2,0,0,0,2,0,0,0,0,1,2,69.74,1946.54,1
1,0,0,1,61,1,2,1,2,0,0,2,2,2,1,1,2,96.18,5891.35,1
1,1,1,1,57,1,0,1,2,2,0,2,0,2,0,1,0,71.62,4092.88,0
1,0,0,0,29,1,0,0,0,0,0,2,2,2,0,0,0,73.38,2120.28,0
0,0,1,1,66,0,1,1,0,0,2,0,0,2,2,1,0,67.1,4430.47,0
0,0,1,0,7,1,0,1,0,2,0,0,2,0,2,1,0,89.63,616.56,0
0,0,0,0,9,1,2,1,0,2,2,0,0,0,0,1,0,45.07,384.44,1
1,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,0,27.35,1865.88,0
0,0,1,0,62,1,2,0,2,2,2,0,2,2,0,0,3,92.12,5699.37,1
0,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,30.62,602.87,0
0,0,0,0,61,1,2,1,0,2,0,0,0,0,0,1,3,71.34,4363.85,1
0,0,0,1,39,1,2,2,1,1,1,1,1,1,1,1,3,28.65,1133.05,0
0,1,0,0,38,1,2,1,0,2,2,0,2,0,0,1,1,64.83,2453.86,1
1,0,0,0,22,1,2,0,2,0,0,2,2,0,0,1,0,84.05,1838.22,1
0,0,0,1,51,1,2,1,0,0,0,0,2,0,2,1,1,93.44,4769.94,0
0,0,0,0,44,1,0,0,0,2,2,2,0,2,0,1,2,91.05,3995.21,1
1,1,0,0,70,1,0,0,0,2,2,0,0,0,0,1,2,59.17,4140.47,1
0,0,0,0,3,0,1,2,1,1,1,1,1,1,2,1,0,18.25,63.36,0
0,1,1,1,20,1,2,0,2,2,0,0,2,2,0,1,2,73.9,1498.63,1
0,0,1,0,47,0,1,2,1,1,1,1,1,1,2,0,1,18.25,857.27,0
0,0,0,1,6,1,2,0,2,2,0,0,0,0,0,1,1,65.57,373.88,1
0,0,1,0,62,1,2,2,1,1,1,1,1,1,0,0,2,28.73,1785.97,0
0,0,1,1,58,1,0,1,0,0,0,2,0,0,0,1,2,86.76,5038.03,0
0,0,0,1,11,1,0,0,0,0,0,2,0,2,0,1,1,62.39,678.47,1
1,0,1,0,59,1,2,1,2,2,2,0,0,2,0,1,1,79.55,4702.68,1
0,0,1,0,3,1,2,0,0,2,2,2,0,2,2,1,2,92.73,283.56,0
0,0,0,0,16,1,2,2,1,1,1,1,1,1,0,1,0,29.08,448.44,1
0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,0,0,72.26,1589.87,0
1,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,1,42.79,105.76,1
0,0,1,0,34,1,0,2,1,1,1,1,1,1,2,1,3,25.47,860.66,0
1,0,0,0,1,1,2,1,2,2,0,0,0,0,2,0,1,64.66,48.61,0
1,0,0,0,37,1,0,0,0,0,0,2,0,0,0,1,0,85.2,3156.88,0
0,0,1,0,39,1,2,1,0,0,0,0,2,0,0,0,2,88.88,3464.29,1
0,0,1,1,50,1,0,0,0,0,0,0,2,0,2,1,2,90.43,4533.36,0
1,1,0,0,28,1,0,1,0,0,0,2,2,2,0,1,1,69.57,1960.05,1
1,0,1,1,61,1,0,0,0,2,0,0,0,0,1,1,2,68.08,4146.0,0
1,0,1,1,70,1,2,2,1,1,1,1,1,1,0,1,3,27.95,1947.23,0
1,0,0,0,38,1,0,0,2,0,0,2,0,0,0,0,3,66.06,2501.97,0
0,0,0,0,62,1,0,1,0,0,2,0,0,0,0,0,1,77.92,4803.4,0
1,0,1,0,6,1,0,1,2,0,0,2,0,2,0,0,0,82.1,527.42,1
1,0,0,1,42,1,2,1,0,0,0,0,0,0,0,1,2,72.6,3043.63,1
1,0,0,0,52,1,2,0,0,0,0,2,0,0,0,0,1,69.14,3591.63,0
0,0,0,0,27,1,0,0,0,2,2,2,2,2,0,0,3,82.24,2216.71,0
0,0,1,0,60,1,0,1,0,0,0,0,2,2,0,0,1,78.67,4729.29,1
1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,1,2,27.56,1406.04,0
0,0,0,0,44,1,2,1,0,0,0,0,0,0,2,0,0,71.59,3168.07,0
0,0,1,0,1,1,0,1,2,2,2,0,2,2,0,1,2,96.66,114.36,1
0,0,0,0,0,1,0,1,2,2,2,0,0,0,0,1,2,56.82,0.0,1
1,0,0,1,71,1,2,2,1,1,1,1,1,1,0,1,0,30.38,2143.3,0
0,1,0,0,20,1,2,1,0,0,0,0,0,0,0,0,1,58.03,1164.39,1
1,1,1,0,0,1,0,0,0,0,2,0,2,2,0,1,2,69.0,28.75,1
0,0,0,0,19,1,0,1,0,2,0,0,2,0,1,1,1,82.68,1569.36,0
1,0,1,1,58,1,2,1,2,2,2,0,2,2,2,1,2,84.43,4880.56,0
1,1,1,1,62,1,0,0,0,2,2,0,2,2,0,1,2,67.27,4151.34,1
1,0,1,0,45,1,2,1,0,2,0,0,0,2,0,1,2,77.13,3487.31,1
0,0,1,1,26,1,0,0,2,2,2,0,2,2,1,0,1,72.97,1899.26,0
0,0,1,1,12,1,2,1,0,0,2,2,0,2,0,0,0,77.5,931.96,1
0,1,0,1,21,1,0,0,0,0,0,0,2,2,1,0,0,65.67,1374.94,0
0,0,1,0,51,1,2,1,2,2,0,0,0,2,0,1,2,68.5,3493.74,0
1,1,1,1,5,1,0,0,2,2,2,0,0,0,0,1,2,51.35,265.51,1
1,0,1,0,56,0,1,0,2,0,2,0,2,0,2,1,1,56.51,3180.96,0
1,0,0,1,44,1,0,2,1,1,1,1,1,1,0,0,2,32.39,1457.36,0
1,0,1,0,45,1,2,0,0,0,2,0,0,0,0,1,0,52.19,2384.69,0
0,0,0,0,70,1,2,1,0,0,0,2,0,0,2,0,1,52.87,3681.68,0
0,0,1,1,71,1,0,0,0,0,0,0,0,2,0,0,2,90.84,6460.53,0
1,1,0,0,66,1,0,2,1,1,1,1,1,1,0,1,1,30.43,2008.59,0
0,1,1,1,31,1,0,0,0,0,2,0,0,0,0,1,2,60.84,1893.87,0
0,1,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,28.67,2012.11,0
1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,1,1,26.13,879.82,0
0,0,0,0,57,1,0,0,0,0,0,2,2,0,1,0,3,85.8,4889.48,0
0,0,1,0,56,1,0,2,1,1,1,1,1,1,2,1,0,28.67,1595.59,0
0,0,0,1,11,1,2,1,2,0,2,0,0,0,0,1,2,84.02,938.93,1
1,0,1,1,8,1,2,0,0,2,0,0,2,2,0,1,0,70.51,592.93,0
1,0,0,0,51,0,1,2,1,1,1,1,1,1,1,1,2,18.25,940.57,0
0,1,1,0,55,1,2,1,0,0,0,2,0,2,0,0,2,74.56,4104.08,1
1,0,1,0,61,1,2,1,0,0,0,0,2,0,2,0,2,63.99,3917.35,1
1,1,1,1,33,1,2,2,1,1,1,1,1,1,0,0,3,27.64,907.33,0
0,0,0,0,66,1,0,0,0,0,0,2,0,0,0,1,0,47.56,3157.13,0
0,0,0,1,39,1,2,0,2,0,0,0,0,2,0,0,1,85.38,3351.41,0
