gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,1,40.53911596570189,9.874284497575733,0
1,1,0,0,39,1,0,0,0,0,0,0,2,2,0,1,0,95.32842719705742,3720.583148704061,1
0,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,100.53638046538286,3526.384207713784,0
1,0,0,0,21,0,1,1,0,0,2,0,0,0,0,1,1,72.09297602741208,1518.3858007055019,1
1,1,1,0,4,1,0,2,1,1,1,1,1,1,2,1,3,33.49315035412318,140.42563906472913,0
1,0,0,1,37,1,0,0,0,0,0,0,0,0,0,0,1,70.09073316813922,2592.9305975226894,0
0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,1,0,66.6414200324323,735.2808981294462,1
1,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,0,34.922899205409934,1289.4369156681616,0
0,0,0,0,37,1,2,1,0,2,0,0,0,0,0,1,3,67.23620534363702,2493.7812927884333,0
1,0,1,0,1,1,0,0,2,2,0,0,0,0,2,1,2,68.32302963419616,54.8626427885427,0
0,0,1,0,30,0,1,1,0,0,0,0,2,0,0,1,3,62.958502824647965,1896.0164476383195,1
0,0,0,0,4,1,0,0,2,0,0,2,0,2,0,1,3,102.68292412432045,420.7119499995039,0
1,1,0,1,22,1,0,0,0,0,0,0,0,0,2,1,3,93.61733335534119,2066.9989515966536,0
1,0,1,1,9,0,1,0,0,2,2,2,0,2,0,0,2,75.7447469042914,680.6617449434565,1
0,0,0,1,22,1,2,2,1,1,1,1,1,1,2,1,0,38.109988382595695,843.472036528175,0
0,0,1,0,16,1,0,1,0,2,0,2,2,2,1,1,3,86.9609640235451,1383.6096376972841,1
1,0,1,0,34,1,2,2,1,1,1,1,1,1,0,1,3,30.6466064760379,1050.355642324299,0
0,0,1,0,25,0,1,0,0,0,2,0,0,0,0,0,0,82.18372529950899,2043.6009795818077,0
1,0,0,0,7,1,2,1,0,2,2,0,2,2,2,1,2,97.40004643890414,687.7376362848242,1
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,3,79.9530009294505,1924.198596252946,0
0,0,0,0,9,1,0,1,0,0,2,2,2,0,0,1,0,87.31984242513232,789.9458601888277,1
0,0,0,0,33,1,0,1,0,0,2,2,0,2,0,0,3,115.71353611872364,3814.0758554754075,0
0,0,1,0,0,1,0,1,2,2,2,0,2,2,0,1,2,112.04624662893235,7.601662329675437,1
0,0,0,0,29,1,0,1,0,0,2,0,2,0,1,1,2,86.56446049679263,2491.99670578135,0
0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,1,3,103.08740570314437,317.0344352331127,0
0,1,1,0,26,1,0,0,0,0,0,2,0,2,0,1,2,106.64882532119,2774.783837446269,1
1,0,1,0,29,1,0,1,0,2,0,2,0,2,0,1,3,122.42006329252723,3560.6914222087084,1
0,0,1,0,15,1,0,2,1,1,1,1,1,1,1,1,3,33.74380400739898,508.15754996015016,0
0,0,1,0,14,1,0,0,2,0,0,0,0,0,1,1,1,96.05901852410902,1363.2081608051235,0
1,0,0,1,25,1,0,0,0,0,2,0,2,0,0,1,2,108.46951085876258,2702.3195781345826,1
0,0,1,1,5,1,0,0,0,0,0,0,0,2,0,1,2,86.49699632451423,438.57905480758683,1
1,0,0,0,12,1,0,0,0,0,0,2,0,2,1,0,0,92.3677717923544,1099.5532166166956,0
1,0,0,0,38,1,0,0,0,0,0,2,2,2,0,0,2,95.43042492268475,3625.0922852574786,1
1,0,1,1,31,1,2,1,2,2,2,0,2,2,2,1,2,112.96782994607884,3509.426454204871,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,35.91529957237721,688.644995137272,0
1,0,1,1,4,1,2,0,0,2,0,0,2,2,0,1,0,93.01756532824655,392.86564811656297,0
0,0,0,1,14,0,1,2,1,1,1,1,1,1,1,0,2,21.439818986222395,296.6433984734785,0
0,1,0,0,26,1,2,0,0,0,2,0,0,0,0,1,2,103.06694722906981,2692.600641397277,1
0,0,1,1,35,1,0,1,2,0,0,2,2,0,2,0,2,101.41931095364588,3547.132881506304,0
1,1,0,0,14,1,2,0,0,0,0,0,0,0,0,1,0,68.01214768719188,945.1610667378394,0
0,0,1,1,6,1,2,1,0,0,2,2,0,2,0,0,0,89.2449314689515,519.2400531995388,1
0,0,0,1,7,0,1,0,0,2,2,0,2,0,0,1,3,55.04571336541833,386.9466998169498,1
0,0,1,0,7,1,0,1,0,2,0,0,2,0,0,0,1,102.1929738155163,710.1377606524528,1
1,0,1,0,6,1,0,1,0,0,0,0,0,2,2,1,1,75.80467491657744,463.3032231977537,0
1,0,0,1,12,1,2,0,2,0,0,0,0,0,1,1,0,81.00488621333588,966.7746270106862,0
1,0,1,0,37,1,2,0,0,0,2,2,2,0,0,1,2,111.53356957118909,4121.976058558177,0
1,0,1,1,36,1,2,2,1,1,1,1,1,1,1,1,2,36.695543465860624,1324.5861175352918,0
1,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,3,105.72984869725364,2131.8091319264668,1
0,0,1,0,20,1,2,1,2,2,2,0,0,0,0,1,2,96.10927516689979,1911.2990045286344,1
1,0,0,1,32,1,2,1,0,2,0,0,0,2,0,0,0,100.34421749580336,3221.191087913028,0
0,1,1,0,7,1,0,1,0,0,2,2,0,2,0,1,2,94.73971584092264,671.9190638844123,1
1,0,0,0,14,1,2,0,0,0,0,0,0,2,2,1,0,74.96115359032528,1047.2466905608696,0
0,0,0,1,32,1,0,1,0,0,0,0,0,2,2,0,2,72.56373423934063,2328.793658509084,0
0,0,0,0,19,1,0,1,0,2,0,0,0,2,1,0,3,89.77069878715633,1702.8005126926955,1
0,0,1,1,25,1,2,2,1,1,1,1,1,1,0,1,2,37.391213110129065,958.4942122934791,0
1,0,1,1,14,1,2,1,0,2,0,0,0,0,0,1,0,84.13004978752386,1176.6997441077833,1
1,0,1,0,31,1,0,0,0,0,0,0,2,0,0,0,1,100.7073750176294,3122.7327664820377,1
0,0,0,1,11,1,0,1,2,0,2,2,0,2,1,1,3,85.55768472858249,937.8766159228991,1
0,1,0,0,14,1,2,2,1,1,1,1,1,1,0,0,3,36.07464696275838,488.1105170035019,1
1,0,0,1,17,1,2,0,0,0,2,2,0,0,0,1,0,66.17204164595209,1122.2931741824036,1
0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,1,3,40.41195765130117,729.7356074388102,0
1,1,1,1,36,0,1,0,0,0,2,2,0,0,2,0,3,80.17207275670212,2901.2038454578437,0
0,0,1,1,35,1,0,1,0,0,2,0,0,0,2,0,1,59.62228849698649,2091.699668672493,0
1,0,0,0,12,1,0,0,0,0,0,2,0,2,1,0,0,85.13593853895665,1019.7374405901528,0
1,0,0,0,38,1,0,0,0,0,0,2,2,2,0,0,2,99.04813026305155,3764.4283819234347,1
0,1,0,0,20,1,2,1,0,2,2,0,2,0,0,1,1,85.66834654835856,1716.640334631254,1
1,0,0,0,3,1,2,0,0,0,0,2,0,0,1,0,3,90.73900740321584,268.42736162385813,1
1,1,0,0,14,1,2,0,0,0,0,0,0,0,0,1,0,70.10326840476714,988.2681278347685,0
0,0,1,0,31,1,2,1,2,2,2,0,0,2,0,1,1,99.55037842444193,3102.3126127385667,0
0,0,0,0,22,1,2,2,1,1,1,1,1,1,0,0,0,41.18965890325751,902.5410084867099,0
1,0,0,0,26,1,0,1,2,0,0,2,0,2,0,0,1,82.34271652526893,2152.9859323154956,0
1,0,0,0,11,1,2,1,2,0,0,2,0,2,0,1,2,104.28256204123487,1155.8714454958968,1
0,0,0,0,8,1,2,2,1,1,1,1,1,1,0,1,0,35.39352316850449,288.52063395857454,1
0,0,1,1,15,1,2,2,1,1,1,1,1,1,0,1,3,33.413423797134975,502.3206131425933,0
0,0,1,1,39,1,0,1,0,2,0,0,2,2,1,1,3,121.37303378512969,4736.926156329885,0
0,0,0,0,28,1,0,1,0,2,0,0,0,2,2,0,2,87.33340561719619,2443.1614255427753,0
0,0,1,0,5,1,0,0,0,0,2,0,0,2,1,0,2,79.39168369703728,415.3271035224523,0
0,1,1,0,35,1,0,0,0,0,2,0,2,0,0,1,0,85.10150569180318,2971.3686676555567,0
0,0,0,0,31,1,0,0,0,0,0,2,2,0,1,0,3,114.76038900252662,3568.9215060211845,0
1,0,0,0,14,1,2,0,0,0,0,0,0,2,2,1,0,80.90815068867326,1148.2113268540818,0
0,0,1,1,14,1,2,0,0,0,0,2,2,0,2,1,1,95.88529140351967,1339.1627363210484,0
1,0,0,0,11,1,2,1,2,0,0,2,0,2,0,1,2,101.46466821254089,1127.7698199308709,1
0,0,0,1,22,1,2,1,0,0,2,2,0,2,0,1,0,88.80348188418964,1955.1164149144822,1
1,0,0,0,37,1,0,1,0,0,0,0,0,0,0,1,2,80.24078301402919,2969.532569405435,1
1,1,0,0,19,1,2,2,1,1,1,1,1,1,0,1,1,29.080530269546685,551.7844381930257,0
1,1,0,1,25,1,2,2,1,1,1,1,1,1,2,0,2,38.96636451145059,958.0218017808406,0
0,0,0,1,15,1,2,1,0,2,2,0,2,0,0,0,0,113.77006423992677,1712.0302031814185,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,2,0,2,33.860509253456634,82.15653615043072,0
0,1,0,0,10,1,0,2,1,1,1,1,1,1,1,0,2,42.013389478548376,413.08669055923775,1
1,0,1,1,22,1,2,0,0,2,0,0,0,0,0,0,2,79.00924937264877,1746.6768727790634,1
1,0,1,0,14,1,2,2,1,1,1,1,1,1,0,1,0,32.5539936442919,454.9038570971494,0
0,0,1,0,26,1,0,1,2,2,0,0,0,0,2,1,3,84.96160822241104,2198.074921032913,0
1,0,1,1,13,1,0,0,0,0,0,0,0,0,0,1,1,76.92159351158041,1009.9596153077432,0
1,0,0,0,12,1,0,1,0,0,2,0,0,2,1,1,2,83.03255418123686,1013.2510184878048,0
1,0,1,0,15,0,1,0,0,0,2,0,0,0,2,0,2,77.38123177209617,1152.7759529927464,0
0,0,0,1,23,1,2,1,0,0,0,2,2,0,1,1,0,74.0438665980467,1705.166948710403,0
1,0,0,0,14,1,2,0,0,0,0,0,2,2,2,0,2,104.60738155097619,1450.105984636873,1
0,0,1,0,26,1,0,2,1,1,1,1,1,1,0,0,3,28.57771214016163,742.6004424584901,0
1,0,1,0,1,1,2,0,0,0,2,0,2,2,0,1,3,93.72085302481196,98.5815170532446,1
1,1,0,0,3,1,2,2,1,1,1,1,1,1,1,1,2,38.35726341297191,132.6008862973503,1
1,0,0,0,30,1,2,1,0,0,0,2,2,0,0,1,0,111.58393953529124,3363.0939232199985,1
1,0,1,0,20,1,2,1,0,0,2,0,0,2,0,1,1,85.28286587425283,1722.0823009006888,1
1,0,1,1,27,1,0,0,0,2,0,0,0,0,0,0,2,98.1603362005279,2645.058157995533,0
1,0,1,1,31,1,2,1,2,2,2,0,2,2,2,1,2,109.61986648833839,3395.7642104535003,0
1,0,0,0,9,1,0,0,2,2,2,0,0,0,1,0,0,81.10537091061711,713.3052839463346,0
1,0,1,0,7,1,0,0,2,0,0,0,0,2,0,1,2,72.08097214682272,497.4152499435692,0
0,0,0,0,31,1,2,1,0,0,2,0,2,0,2,0,0,108.51629856620931,3349.486963534038,0
1,0,1,1,11,1,2,0,0,0,2,0,0,0,0,0,2,111.00408049143608,1224.7002543721694,0
0,1,1,0,29,0,1,1,0,0,2,2,0,2,0,0,2,92.37712399640881,2671.9666958479434,1
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,39.45300474587424,896.4048864569577,1
1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,75.17843703716794,-3.554144359006804,1
0,0,0,1,6,1,0,0,0,2,0,0,2,0,0,1,2,103.84321493033153,611.2105200226947,1
0,1,1,0,2,1,2,0,2,2,2,0,0,2,1,1,2,117.80011969079226,238.69040757946084,1
0,0,1,0,14,1,0,0,2,0,0,0,0,0,1,1,1,92.49303803977948,1297.7470074971473,0
0,0,0,1,23,1,2,1,0,0,0,2,2,0,1,1,0,83.27545766019752,1912.1784002839656,0
0,0,1,0,11,1,0,0,0,0,0,2,0,0,2,1,1,65.62971206587305,714.6200779204693,0
1,0,0,0,15,1,0,0,0,0,0,0,0,2,0,0,2,115.72052478554028,1722.4134580346486,1
0,1,0,1,17,1,2,1,0,0,0,0,0,0,0,1,2,66.58075780626952,1137.4264487590622,1
1,0,1,0,6,1,0,1,0,0,0,0,0,2,2,1,1,69.59688344610966,419.86850807601235,0
0,1,1,0,27,1,2,1,2,2,2,0,0,0,0,1,3,84.29228757797324,2280.534919246502,1
1,0,1,1,11,1,0,1,0,0,0,0,0,2,1,0,3,86.05695643240189,943.5621669468943,1
0,0,0,0,18,1,2,1,0,2,0,2,0,2,1,1,0,93.22496995352803,1675.8702241076905,0
0,0,1,1,14,1,2,2,1,1,1,1,1,1,1,1,3,38.91353453042549,559.2094749137199,0
0,0,1,0,30,1,0,0,0,0,2,2,2,0,0,1,0,74.77415111194061,2237.218684703229,0
0,1,0,1,17,1,2,1,0,0,0,0,0,0,0,1,2,69.17405888272555,1172.8325607807535,1
1,0,0,0,19,1,0,1,0,2,0,0,0,0,1,1,0,94.18672121214122,1796.9866238593347,0
1,0,0,1,23,1,2,1,0,0,0,0,0,0,0,1,2,93.29151004272407,2148.7338439482096,1
1,0,0,1,20,1,2,0,0,0,0,2,0,0,0,1,1,62.6601195632218,1232.7361691937708,0
1,0,0,0,15,1,0,0,0,0,0,2,2,2,0,0,0,85.66979603117282,1268.1680731672757,0
1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,2,36.88560805729204,104.04851150577517,1
0,1,1,1,18,1,0,1,0,0,2,0,0,0,0,0,3,86.63847881374379,1568.5956152918418,1
0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,1,1,77.55303291659017,161.82279661000717,0
0,0,0,0,20,1,0,1,0,0,2,0,2,0,1,0,3,100.33225767299395,2011.8403870673787,1
0,0,1,0,30,1,0,2,1,1,1,1,1,1,2,1,0,35.03716960734758,1057.3925291837857,0
1,0,1,0,18,0,1,2,1,1,1,1,1,1,0,1,3,21.75638209057233,381.92543008407677,0
0,0,0,1,28,1,2,1,0,0,0,0,2,0,2,1,1,115.32738666839319,3235.177297647515,0
0,0,1,1,21,0,1,0,0,0,2,2,0,0,0,1,1,68.0236679399849,1419.2841897724575,0
1,0,0,1,11,1,2,0,0,0,0,0,0,0,1,0,3,66.36646172848207,739.5040710310237,0
1,1,0,1,8,1,2,0,2,0,0,0,0,2,0,0,3,101.5842371651123,807.5682459787577,0
1,1,1,1,21,1,0,0,0,2,0,0,0,2,0,1,2,94.18550752796672,1980.711918868368,1
1,0,1,1,11,1,2,0,0,0,2,0,0,0,0,0,2,115.11949153088517,1247.5694228025468,0
1,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,0,33.17200190435171,1213.8751813389592,0
1,0,0,1,22,1,0,1,0,2,2,0,2,2,2,1,3,120.74062682284574,2667.200564481482,0
1,0,1,1,13,1,0,0,0,0,0,0,0,0,0,1,1,75.95171117262034,994.2896839459335,0
1,1,1,1,33,1,2,0,2,0,2,0,2,0,0,0,3,107.95004957755502,3550.1722683261078,1
0,0,0,1,20,1,2,0,0,2,2,0,0,0,0,0,0,80.62912083087384,1625.438333841617,1
1,0,1,1,28,1,2,0,0,2,0,0,0,0,0,0,2,92.59121642473065,2581.6462156042767,1
0,1,0,0,18,1,0,0,2,2,2,0,0,2,2,1,1,104.257974018534,1876.8431433726553,1
1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,27.957418443692383,246.81575977456993,1
1,0,1,0,35,1,0,1,0,0,0,0,0,2,0,1,0,80.76680252734846,2817.603936490985,0
1,0,1,0,11,1,2,0,2,2,0,2,0,2,1,1,0,115.9539277139573,1287.172610468916,0
1,1,0,0,35,1,2,0,0,0,0,0,0,2,0,0,2,94.91633961887159,3338.9217016167486,0
1,0,1,0,6,1,2,1,0,0,0,2,2,2,2,1,1,98.06108821277853,590.1492714476477,0
0,0,0,0,25,1,2,0,2,0,0,0,0,0,1,0,3,92.10870357143692,2317.97757845455,0
0,0,0,1,22,1,2,2,1,1,1,1,1,1,2,1,0,35.7606137438565,783.9213518329491,0
0,0,0,1,6,1,2,1,2,0,2,0,0,0,0,1,0,58.13327300011395,349.88272398450727,1
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,1,2,31.964804298729003,193.1037183563202,0
0,0,0,1,36,1,0,1,0,2,0,2,2,0,2,1,3,111.68631140081482,4009.140121543096,0
0,0,1,1,13,0,1,0,0,2,2,0,0,0,0,0,3,56.685142042883626,741.9014154821125,0
0,0,0,0,36,1,0,0,0,0,2,2,0,0,2,1,2,67.0359502070063,2420.3911388538504,0
1,0,0,0,16,0,1,2,1,1,1,1,1,1,0,0,1,24.4559184315024,389.5599585576251,0
0,0,1,1,7,1,2,0,2,0,0,0,2,0,0,0,3,87.39300865346857,594.8335488931516,1
1,1,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,93.64525819801341,97.32231314172418,1
1,0,0,0,4,1,2,0,0,0,0,0,0,2,0,0,1,77.5864579464215,295.19569664418316,1
1,0,1,0,31,1,0,2,1,1,1,1,1,1,2,1,2,40.01986552111252,1232.5031328181306,0
0,0,0,1,6,1,0,0,0,2,0,0,2,2,0,0,3,90.433765403923,543.9168053480412,1
1,0,1,0,39,1,0,0,2,0,0,2,0,0,2,1,1,106.95329212582597,4163.481768263975,0
0,0,1,0,25,0,1,0,0,0,2,0,0,0,0,0,0,87.58263370756407,2192.1026091945537,0
1,0,1,0,2,1,0,2,1,1,1,1,1,1,2,1,3,31.382386504388744,60.50267045981269,0
0,0,1,0,24,1,0,0,0,2,0,2,0,2,0,1,1,71.93993810578237,1710.2535494313665,0
0,0,1,0,37,1,0,0,0,2,0,0,0,0,1,0,3,61.29071664763294,2269.4362315732037,0
1,1,1,0,18,1,2,0,0,0,2,2,2,2,1,0,0,121.01970209583884,2184.2204345279647,0
0,0,1,1,1,1,0,1,0,0,2,0,2,0,2,1,1,68.60651485110446,78.73051727922328,1
1,1,1,0,18,1,2,0,0,0,2,2,2,2,1,0,0,119.27933945154663,2143.36242938017,0
1,0,0,1,30,1,0,0,0,2,0,0,0,2,2,0,2,95.28807478471197,2858.0274067540067,0
1,0,1,0,13,1,2,1,0,2,2,0,0,0,0,1,3,68.46698889918878,875.1197689960561,1
0,1,1,1,15,1,0,1,2,0,0,0,2,0,1,0,3,113.91222607012412,1728.3322851052546,0
0,0,1,0,22,1,2,1,2,0,2,0,0,0,0,1,2,76.44269595281862,1696.7893928555065,1
1,0,1,0,23,0,1,0,0,0,0,0,0,0,1,0,3,51.19081166211391,1177.0703280524845,0
1,0,0,0,36,1,0,0,0,2,0,0,2,2,2,1,1,103.58410096707881,3727.7792170883877,0
0,0,1,0,26,1,0,1,2,2,0,0,0,0,2,1,3,93.7947560725639,2409.3614294429817,0
1,0,1,1,6,1,2,0,0,0,0,0,0,2,1,1,2,108.47621992787481,661.2099451963763,1
0,0,0,0,25,1,2,0,2,0,0,0,0,0,1,0,3,83.54640160674488,2094.2886519801946,0
0,0,1,0,13,1,2,0,0,0,0,2,0,0,1,1,0,80.21720710198805,1050.9518110308134,0
0,0,1,1,24,1,2,0,0,2,0,2,0,0,0,1,2,108.06737877499756,2589.564609046947,0
0,0,0,0,22,1,0,1,0,0,0,0,0,0,0,1,2,96.0567607297532,2108.5544478039365,1
0,0,0,1,30,1,2,0,0,0,0,0,0,2,2,1,0,107.71578120474057,3219.1192496840135,0
1,0,0,1,7,1,0,1,2,2,2,0,2,0,2,1,3,107.6314501837455,761.2002485880685,0
0,0,0,0,22,1,2,0,0,2,0,0,0,0,1,0,3,61.77671097094209,1371.6091801477105,1
1,0,1,0,34,1,2,2,1,1,1,1,1,1,0,1,3,31.633012252698673,1086.7612453593852,0
0,0,0,0,13,1,0,1,0,0,0,0,2,0,1,0,2,88.91727536739431,1157.7971555362094,1
1,0,1,0,37,1,0,1,0,0,0,2,0,0,0,1,3,77.45353580564387,2862.514307787148,1
0,0,0,1,3,1,0,0,0,2,0,2,0,0,1,0,0,81.60350120895345,234.2907993931993,0
1,1,1,0,28,1,0,0,0,0,2,2,2,2,1,1,1,104.23134046488758,2911.460027820544,0
0,0,1,0,21,1,2,1,2,0,0,2,0,0,2,1,0,92.47566265289315,1946.6644204471063,0
0,0,1,1,26,1,2,0,0,0,0,0,0,0,1,0,0,82.62806368676577,2145.4841221019014,0
1,1,0,1,12,1,0,1,0,0,2,0,0,2,1,1,2,92.8472099426032,1130.5805611585938,1
0,1,0,0,31,1,0,1,2,2,0,0,0,0,2,0,0,72.91280478948396,2271.820508782246,0
0,1,0,0,10,1,0,2,1,1,1,1,1,1,1,0,2,40.43751609567572,398.3570696355956,1
0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,3,84.04874773019415,155.94087481703826,0
1,1,1,0,3,1,0,1,0,2,2,0,0,0,0,0,3,64.18717633170952,187.0773455674169,0
0,0,0,0,39,1,0,0,2,2,0,0,0,2,0,1,2,94.05810443245906,3678.9199023302685,0
0,0,1,0,24,1,0,2,1,1,1,1,1,1,2,0,2,31.882726291488847,759.9462069145151,0
0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,1,0,32.379887200843555,491.15818786431834,0
0,0,0,0,4,1,2,1,2,0,0,2,0,2,0,0,0,104.75865976378233,413.3758378628576,1
0,0,1,0,26,1,0,2,1,1,1,1,1,1,0,0,3,27.504683486550658,718.5534122205515,0
0,1,1,0,23,1,2,0,0,0,2,0,0,0,0,0,2,65.6627156750887,1515.5238802605702,0
0,0,1,1,0,0,1,0,0,0,2,0,0,0,2,0,1,73.45080427274698,9.858332455845462,0
1,0,0,1,29,1,0,1,0,0,0,2,0,0,0,1,3,95.71273639697151,2790.0017568179715,0
0,0,0,0,28,1,2,1,0,0,2,2,2,2,2,0,0,116.61202924013821,3278.2391080719494,1
0,0,1,0,28,0,1,1,0,2,2,2,2,0,0,1,0,67.50947106117417,1884.963474621149,0
1,0,0,1,30,1,0,0,0,2,0,0,0,2,2,0,2,85.67380416754497,2568.743937664909,0
0,0,1,0,8,1,0,0,2,0,2,0,0,0,0,1,2,97.44088394543526,767.7918206113986,1
1,0,0,0,31,0,1,1,0,0,2,0,2,2,0,0,2,102.8992485334038,3187.519851660173,1
0,1,1,0,39,1,0,1,2,0,2,0,2,2,0,1,3,97.1781273944532,3790.1901398323207,1
0,0,0,1,6,1,0,0,0,2,0,0,2,2,0,0,3,85.00126470631979,505.96798888862446,1
0,0,1,0,7,1,0,1,0,0,2,2,0,0,1,1,3,76.2866438022949,528.9706609315693,0
1,0,1,0,7,1,0,0,2,0,0,0,0,2,0,1,2,70.84014563652474,506.20182123319773,0
1,0,1,0,34,1,0,0,0,0,0,0,2,0,1,0,3,90.72762788683625,3093.81417760334,0
0,0,1,0,0,1,0,1,2,2,2,0,2,2,0,1,2,123.69482983062571,3.9912204785204475,1
0,0,0,1,13,1,2,1,0,0,0,0,0,0,0,1,0,113.34179968314956,1460.6682898453148,1
0,0,1,0,11,1,0,0,0,0,0,2,0,0,2,1,1,67.880686525543,748.6968607759753,0
1,0,1,1,23,1,2,1,0,2,2,2,2,0,0,1,2,100.1408103475364,2299.3963222839375,0
1,0,1,0,31,1,0,2,1,1,1,1,1,1,2,1,2,35.90318325659169,1126.1559555623132,0
0,1,1,0,20,0,1,0,0,2,2,0,0,2,0,1,0,70.86603762060074,1399.2978449452812,0
0,0,1,1,15,1,2,2,1,1,1,1,1,1,0,1,3,33.07125182111627,490.48054040374757,0
1,1,0,0,35,1,2,0,0,0,0,0,0,2,2,0,2,101.51738522232773,3547.241979698935,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,1,2,30.758231999948602,179.88365168009258,0
0,0,1,0,34,1,2,0,2,2,2,0,2,2,0,0,3,117.21679255978748,3994.946734517746,1
1,0,0,0,17,1,2,2,1,1,1,1,1,1,0,0,2,38.084390861382374,623.9110605317319,1
1,0,1,1,11,1,0,0,0,0,2,0,0,0,0,0,3,100.29394237591654,1101.1528443727832,1
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,1,33.193248953292176,74.893704647759,0
1,0,0,0,14,1,2,2,1,1,1,1,1,1,0,0,3,29.992427125792886,429.695154821184,0
0,0,1,1,37,1,2,2,1,1,1,1,1,1,2,0,0,39.898981043743476,1470.7715200131079,0
1,0,0,1,33,1,2,1,2,0,0,2,2,2,1,1,2,127.58686697363876,4203.5688286366585,1
1,0,0,0,20,1,0,1,0,0,0,0,0,0,1,1,3,90.66480870725756,1816.7583098798784,0
0,0,0,0,34,1,2,1,0,2,0,0,0,2,2,0,1,116.55267912503462,3964.3014571536837,0
0,1,0,0,36,1,0,1,0,0,0,0,2,0,0,0,2,93.61338727152712,3370.775972925249,0
0,0,0,0,28,1,0,1,0,0,0,2,0,2,2,0,0,103.35972119619763,2856.058411524924,0
1,0,1,0,31,1,0,2,1,1,1,1,1,1,2,1,2,36.485286182238525,1119.772149600363,0
1,0,0,0,36,1,0,0,0,2,0,0,2,2,2,1,1,111.69819302947101,4012.5027184324713,0
0,0,0,1,3,1,2,0,2,2,0,0,0,0,0,1,1,77.07900670839511,237.66711874477568,1
0,0,1,0,36,0,1,2,1,1,1,1,1,1,0,1,2,24.250108592738783,858.5963122919055,0
0,0,0,0,31,1,2,2,1,1,1,1,1,1,2,1,2,32.40688336068209,994.1471085725402,0
0,0,0,0,9,1,0,1,0,2,2,2,2,0,1,0,2,116.77761665178464,1049.4547098067376,1
1,0,1,0,34,1,0,1,2,0,0,0,2,0,0,1,2,93.87463030821952,3178.8614787116653,0
0,1,0,0,31,1,0,1,2,2,0,0,0,0,2,0,0,72.8286561303198,2264.1168790917236,0
0,0,1,0,25,1,0,0,0,2,0,2,0,2,0,1,3,107.84072926585874,2692.104194848382,0
0,0,0,0,30,1,2,2,1,1,1,1,1,1,2,0,3,37.73808382886416,1150.4715741888679,0
1,0,1,0,23,1,0,1,0,0,0,2,0,0,0,1,3,79.58255812601276,1824.1016497277046,1
1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,3,43.41051959897254,1687.2474323282636,0
1,0,1,0,9,1,2,1,0,0,0,0,0,0,0,1,2,92.94360779034385,844.5368530057877,1
1,0,1,0,28,0,1,1,2,0,0,0,0,0,0,0,0,51.385823986426175,1432.249702353268,1
1,0,1,1,25,1,2,1,0,2,2,2,2,2,0,1,3,104.02114112884281,2615.644211425492,0
0,0,1,0,22,1,0,1,0,2,0,0,2,2,1,0,2,97.45144189213207,2148.760871049628,1
0,0,0,1,24,1,0,0,0,0,0,2,2,2,1,0,2,117.59129720397699,2819.1523335010097,0
0,0,1,0,1,0,1,2,1,1,1,1,1,1,2,1,2,22.438608788462226,20.830628817691448,0
1,0,1,1,25,1,2,1,0,0,2,0,2,0,2,1,2,108.42561582221241,2739.147472926486,0
1,0,0,0,21,1,2,0,0,2,2,0,0,2,1,1,0,108.17849164452004,2276.6348681249005,1
0,0,1,0,19,1,2,2,1,1,1,1,1,1,2,1,0,33.93723352565924,646.3122071469398,0
1,1,1,0,20,1,0,0,0,0,0,0,0,2,0,1,0,100.65171809149,2011.708594277966,0
0,0,0,0,11,1,0,1,0,0,0,0,0,2,0,1,3,94.61101837902615,1051.0928224960903,1
1,0,0,1,9,1,0,1,0,2,0,2,0,2,1,0,1,93.53547157676762,826.6359810529159,0
0,0,0,1,7,0,1,0,0,2,2,0,2,0,0,1,3,57.28942850702052,399.2141193194754,1
